dataset,real,name,family,ratio,comp,enc,dec,ok,embedded,neural,cost,pct_of_flac,xchan_gain
capgmyo_dba_s1,True,LMS4bc_lite+Rice+xchan_bestpartner,temporal,1.3537777273244875,2836507,2.2236551156953555,1.2472165828771449,True,OK,OK,0.0983,137.6,
capgmyo_dba_s1,True,LMS4bcxs+Rice+xchan_bestpartner,temporal,1.3531628066288064,2837796,2.1903308116384794,1.256851826768595,True,OK,OK,0.1013,137.5,
capgmyo_dba_s1,True,LMS4bc+Rice+xchan_bestpartner,temporal,1.3531456407567466,2837832,2.873989948844657,1.4995397895264018,True,OK,OK,0.1202,137.5,
capgmyo_dba_s1,True,LMS4+Rice+xchan_bestpartner_adaptive,cross-channel,1.3528662797375157,2838418,1.429155811304883,0.9446281741100607,True,OK,OK,0.0387,137.5,
capgmyo_dba_s1,True,LMS4+Rice+xchan_mst,cross-channel,1.3527318843132419,2838700,0.9250112193666866,0.6941589513569719,True,OK,OK,0.0464,137.5,
capgmyo_dba_s1,True,LMS4+Rice+xchan_bprank,cross-channel,1.3514559826563148,2841380,0.7418235266251613,0.586010416702171,True,OK,OK,0.0554,137.3,
capgmyo_dba_s1,True,LMS4bcxm+Rice+xchan_bestpartner,temporal,1.3513427913252238,2841618,2.8818117597842976,1.483445076337008,True,OK,OK,0.1189,137.3,
capgmyo_dba_s1,True,LMS4bcpool+Rice+xchan_bestpartner,temporal,1.3506231859794058,2843132,2.6280635612022225,1.4323723041075966,True,OK,OK,0.1282,137.3,
capgmyo_dba_s1,True,LMS4+Rice+xchan_bestpartner,cross-channel,1.3504802117721781,2843433,3.5711344910133422,1.7198225448375979,True,OK,OK,0.0394,137.2,
capgmyo_dba_s1,True,LMS4+Rice+acar_sel+bestpartner,cross-channel,1.3504802117721781,2843433,3.881588958557643,1.7211580200965797,True,OK,OK,0.043,137.2,
capgmyo_dba_s1,True,LMS+Rice+xchan_joint2,cross-channel,1.3504407923148665,2843516,2.4323512214484944,1.2893172870483764,True,OK,OK,0.0366,137.2,
capgmyo_dba_s1,True,LMS4+Rice+xchan_jointbp2,cross-channel,1.3502874107852096,2843839,0.6812789921945941,0.5438827930204301,True,OK,OK,0.0468,137.2,
capgmyo_dba_s1,True,LMS+Rice+xchan,cross-channel,1.34930194707082,2845916,3.856093405820342,1.6918971563834702,True,OK,OK,0.0572,137.1,1.3
capgmyo_dba_s1,True,wavpack,,1.3471698907529417,2850420,2.2834797376898885,inf,True,ref,,,136.9,
capgmyo_dba_s1,True,LMS+Rice+acar,cross-channel,1.3322596615713518,2882321,4.353267261831321,1.6836140004946598,True,OK,OK,0.0559,135.4,
capgmyo_dba_s1,True,LMS+Rice,temporal,1.3322587371366776,2882323,4.359796151151967,1.6965773098964707,True,OK,OK,0.0523,135.4,
capgmyo_dba_s1,True,delta+Rice+xchan,cross-channel,1.29002608271486,2976684,5.116772455936087,1.770628285698851,True,OK,OK,0.0127,131.1,1.2
capgmyo_dba_s1,True,delta+Rice,temporal,1.2748009368458968,3012235,4.756520450186868,1.678029936464543,True,OK,OK,0.0079,129.6,
capgmyo_dba_s1,True,fixed0-3+Rice,temporal,1.2743178168546452,3013377,1.630619668772501,1.7439007568433382,True,OK,OK,0.0193,129.5,
capgmyo_dba_s1,True,lzma,,1.17316817732437,3273188,4.649330686307809,23.595545370154692,True,ref,,,119.2,
capgmyo_dba_s1,True,mtscomp,,1.1395950520207334,3369618,27.378150055695457,158.36955869618862,True,ref,,,115.8,
capgmyo_dba_s1,True,zstd-19,,1.1177226865978356,3435557,9.119701440040952,402.4805379294087,True,ref,,,113.6,
capgmyo_dba_s1,True,gzip-9,,1.114945996255059,3444113,35.40039204017601,235.00971515171585,True,ref,,,113.3,
capgmyo_dba_s1,True,flac,,0.9840040405665916,3902423,2.5702722353379324,2.721957732675916,True,ref,,,100.0,
cemhsey_s1_d1t1,True,lzma,,2.0589247094128034,4662628,3.765727982169604,43.80722014846836,True,ref,,,175.8,
cemhsey_s1_d1t1,True,LMS4bcxs+Rice+xchan_bestpartner,temporal,1.971615716488232,4869103,2.659075069421407,1.4694549114344553,True,OK,OK,0.1013,168.3,
cemhsey_s1_d1t1,True,LMS4bc_lite+Rice+xchan_bestpartner,temporal,1.9699941166946535,4873111,2.4024975210512665,1.457936703686867,True,OK,OK,0.0983,168.2,
cemhsey_s1_d1t1,True,LMS4bcpool+Rice+xchan_bestpartner,temporal,1.9556830008977808,4908771,3.9674370537698254,1.8817152489363094,True,OK,OK,0.1282,166.9,
cemhsey_s1_d1t1,True,LMS4+Rice+xchan_bestpartner,cross-channel,1.955547153945561,4909112,4.9784633901962305,2.1089271297008283,True,OK,OK,0.0394,166.9,
cemhsey_s1_d1t1,True,LMS4+Rice+acar_sel+bestpartner,cross-channel,1.955547153945561,4909112,5.295262236275089,2.108162111938526,True,OK,OK,0.043,166.9,
cemhsey_s1_d1t1,True,LMS4bc+Rice+xchan_bestpartner,temporal,1.9552540119368258,4909848,4.18306683586895,1.8745617325723856,True,OK,OK,0.1202,166.9,
cemhsey_s1_d1t1,True,LMS+Rice+xchan,cross-channel,1.955106677544663,4910218,6.163816257074626,2.135460449835986,True,OK,OK,0.0572,166.9,13.1
